"","Dam","Date","Storage","Capacity","PercentDamCapacity","PercentTotalCapacity"
"1","Alexandra",2012-01-01,99.9,134,0.745522388059702,0.000110744794772934
"2","Alexandra",2012-01-02,99.2,134,0.740298507462687,0.000109968805219971
"3","Alexandra",2012-01-03,98.7,134,0.736567164179105,0.000109414526967854
"4","Alexandra",2012-01-04,99.2,134,0.740298507462687,0.000109968805219971
"5","Alexandra",2012-01-05,98.9,134,0.738059701492537,0.000109636238268701
"6","Alexandra",2012-01-06,98.5,134,0.735074626865672,0.000109192815667007
"7","Alexandra",2012-01-07,97.7,134,0.72910447761194,0.000108305970463621
"8","Alexandra",2012-01-08,97.3,134,0.726119402985075,0.000107862547861927
"9","Alexandra",2012-01-09,96.8,134,0.722388059701493,0.00010730826960981
"10","Alexandra",2012-01-10,95.8,134,0.714925373134328,0.000106199713105577
"11","Alexandra",2012-01-11,95.4,134,0.711940298507463,0.000105756290503883
"12","Alexandra",2012-01-12,95.1,134,0.709701492537313,0.000105423723552613
"13","Alexandra",2012-01-13,94.4,134,0.704477611940299,0.00010464773399965
"14","Alexandra",2012-01-14,93.9,134,0.700746268656716,0.000104093455747533
"15","Alexandra",2012-01-15,93.2,134,0.695522388059702,0.000103317466194569
"16","Alexandra",2012-01-16,92.8,134,0.692537313432836,0.000102874043592876
"17","Alexandra",2012-01-17,92.3,134,0.688805970149254,0.000102319765340759
"18","Alexandra",2012-01-18,91.6,134,0.683582089552239,0.000101543775787796
"19","Alexandra",2012-01-19,90.9,134,0.678358208955224,0.000100767786234832
"20","Alexandra",2012-01-20,90.4,134,0.674626865671642,0.000100213507982715
"21","Alexandra",2012-01-21,89.4,134,0.667164179104478,9.91049514784818e-05
"22","Alexandra",2012-01-22,88.9,134,0.663432835820896,9.8550673226365e-05
"23","Alexandra",2012-01-23,88.2,134,0.658208955223881,9.77746836734015e-05
"24","Alexandra",2012-01-24,88.2,134,0.658208955223881,9.77746836734015e-05
"25","Alexandra",2012-01-25,88.2,134,0.658208955223881,9.77746836734015e-05
"26","Alexandra",2012-01-26,87.8,134,0.655223880597015,9.73312610717081e-05
"27","Alexandra",2012-01-27,86.8,134,0.647761194029851,9.62227045674745e-05
"28","Alexandra",2012-01-28,86.6,134,0.646268656716418,9.60009932666278e-05
"29","Alexandra",2012-01-29,85.9,134,0.641044776119403,9.52250037136643e-05
"30","Alexandra",2012-01-30,84.7,134,0.632089552238806,9.3894735908584e-05
"31","Alexandra",2012-01-31,84.7,134,0.632089552238806,9.3894735908584e-05
"32","Alexandra",2012-02-01,84.7,134,0.632089552238806,9.3894735908584e-05
"33","Alexandra",2012-02-02,84.5,134,0.630597014925373,9.36730246077373e-05
"34","Alexandra",2012-02-03,84.3,134,0.62910447761194,9.34513133068906e-05
"35","Alexandra",2012-02-04,83.4,134,0.622388059701493,9.24536124530803e-05
"36","Alexandra",2012-02-05,80.5,134,0.600746268656716,8.9238798590803e-05
"37","Alexandra",2012-02-06,78,134,0.582089552238806,8.6467407330219e-05
"38","Alexandra",2012-02-07,78,134,0.582089552238806,8.6467407330219e-05
"39","Alexandra",2012-02-08,73.9,134,0.551492537313433,8.19223256628614e-05
"40","Alexandra",2012-02-09,71.4,134,0.532835820895522,7.91509344022774e-05
"41","Alexandra",2012-02-10,68.1,134,0.508208955223881,7.54926979383066e-05
"42","Alexandra",2012-02-11,65.4,134,0.488059701492537,7.2499595376876e-05
"43","Alexandra",2012-02-12,62.2,134,0.464179104477612,6.89522145633285e-05
"44","Alexandra",2012-02-13,61.2,134,0.456716417910448,6.78436580590949e-05
"45","Alexandra",2012-02-14,58.8,134,0.438805970149254,6.51831224489343e-05
"46","Alexandra",2012-02-15,56.6,134,0.422388059701493,6.27442981396205e-05
"47","Alexandra",2012-02-16,54.7,134,0.408208955223881,6.06380407815767e-05
"48","Alexandra",2012-02-17,51.6,134,0.385074626865672,5.72015156184526e-05
"49","Alexandra",2012-02-18,50.6,134,0.377611940298507,5.6092959114219e-05
"50","Alexandra",2012-02-19,47.9,134,0.357462686567164,5.30998565527883e-05
"51","Alexandra",2012-02-20,46.3,134,0.345522388059701,5.13261661460146e-05
"52","Alexandra",2012-02-21,44.7,134,0.333582089552239,4.95524757392409e-05
"53","Alexandra",2012-02-22,44.7,134,0.333582089552239,4.95524757392409e-05
"54","Alexandra",2012-02-23,43.9,134,0.327611940298507,4.8665630535854e-05
"55","Alexandra",2012-02-24,44.6,134,0.332835820895522,4.94416200888175e-05
"56","Alexandra",2012-02-25,44.6,134,0.332835820895522,4.94416200888175e-05
"57","Alexandra",2012-02-26,44.6,134,0.332835820895522,4.94416200888175e-05
"58","Alexandra",2012-02-27,44.5,134,0.332089552238806,4.93307644383942e-05
"59","Alexandra",2012-02-28,44.3,134,0.330597014925373,4.91090531375475e-05
"60","Alexandra",2012-02-29,44.3,134,0.330597014925373,4.91090531375475e-05
"61","Alexandra",2012-03-01,44.2,134,0.329850746268657,4.89981974871241e-05
"62","Alexandra",2012-03-02,44.2,134,0.329850746268657,4.89981974871241e-05
"63","Alexandra",2012-03-03,44.2,134,0.329850746268657,4.89981974871241e-05
"64","Alexandra",2012-03-04,44.1,134,0.32910447761194,4.88873418367008e-05
"65","Alexandra",2012-03-05,44.1,134,0.32910447761194,4.88873418367008e-05
"66","Alexandra",2012-03-06,43.8,134,0.326865671641791,4.85547748854307e-05
"67","Alexandra",2012-03-07,43.6,134,0.325373134328358,4.8333063584584e-05
"68","Alexandra",2012-03-08,43.4,134,0.323880597014925,4.81113522837373e-05
"69","Alexandra",2012-03-09,43.4,134,0.323880597014925,4.81113522837373e-05
"70","Alexandra",2012-03-10,43.1,134,0.321641791044776,4.77787853324672e-05
"71","Alexandra",2012-03-11,43.1,134,0.321641791044776,4.77787853324672e-05
"72","Alexandra",2012-03-12,43.1,134,0.321641791044776,4.77787853324672e-05
"73","Alexandra",2012-03-13,43.1,134,0.321641791044776,4.77787853324672e-05
"74","Alexandra",2012-03-14,43,134,0.32089552238806,4.76679296820438e-05
"75","Alexandra",2012-03-15,43,134,0.32089552238806,4.76679296820438e-05
"76","Alexandra",2012-03-16,43,134,0.32089552238806,4.76679296820438e-05
"77","Alexandra",2012-03-17,42.8,134,0.319402985074627,4.74462183811971e-05
"78","Alexandra",2012-03-18,43.2,134,0.322388059701493,4.78896409828905e-05
"79","Alexandra",2012-03-19,43.2,134,0.322388059701493,4.78896409828905e-05
"80","Alexandra",2012-03-20,43.2,134,0.322388059701493,4.78896409828905e-05
"81","Alexandra",2012-03-21,43.2,134,0.322388059701493,4.78896409828905e-05
"82","Alexandra",2012-03-22,43.2,134,0.322388059701493,4.78896409828905e-05
"83","Alexandra",2012-03-23,43.1,134,0.321641791044776,4.77787853324672e-05
"84","Alexandra",2012-03-24,43.1,134,0.321641791044776,4.77787853324672e-05
"85","Alexandra",2012-03-25,43.1,134,0.321641791044776,4.77787853324672e-05
"86","Alexandra",2012-03-26,43.1,134,0.321641791044776,4.77787853324672e-05
"87","Alexandra",2012-03-27,43,134,0.32089552238806,4.76679296820438e-05
"88","Alexandra",2012-03-28,42.8,134,0.319402985074627,4.74462183811971e-05
"89","Alexandra",2012-03-29,42.8,134,0.319402985074627,4.74462183811971e-05
"90","Alexandra",2012-03-30,42.8,134,0.319402985074627,4.74462183811971e-05
"91","Alexandra",2012-03-31,43.2,134,0.322388059701493,4.78896409828905e-05
"92","Alexandra",2012-04-01,43.2,134,0.322388059701493,4.78896409828905e-05
"93","Alexandra",2012-04-02,43.2,134,0.322388059701493,4.78896409828905e-05
"94","Alexandra",2012-04-03,43.2,134,0.322388059701493,4.78896409828905e-05
"95","Alexandra",2012-04-04,43.2,134,0.322388059701493,4.78896409828905e-05
"96","Alexandra",2012-04-05,43.2,134,0.322388059701493,4.78896409828905e-05
"97","Alexandra",2012-04-06,43.2,134,0.322388059701493,4.78896409828905e-05
"98","Alexandra",2012-04-07,43.2,134,0.322388059701493,4.78896409828905e-05
"99","Alexandra",2012-04-08,44.1,134,0.32910447761194,4.88873418367008e-05
"100","Alexandra",2012-04-09,45.7,134,0.341044776119403,5.06610322434745e-05
"101","Alexandra",2012-04-10,49.3,134,0.367910447761194,5.46518356587154e-05
"102","Alexandra",2012-04-11,51.6,134,0.385074626865672,5.72015156184526e-05
"103","Alexandra",2012-04-12,51.6,134,0.385074626865672,5.72015156184526e-05
"104","Alexandra",2012-04-13,51.6,134,0.385074626865672,5.72015156184526e-05
"105","Alexandra",2012-04-14,51.3,134,0.382835820895522,5.68689486671825e-05
"106","Alexandra",2012-04-15,51.3,134,0.382835820895522,5.68689486671825e-05
"107","Alexandra",2012-04-16,52.1,134,0.388805970149254,5.77557938705694e-05
"108","Alexandra",2012-04-17,51.5,134,0.384328358208955,5.70906599680292e-05
"109","Alexandra",2012-04-18,51.5,134,0.384328358208955,5.70906599680292e-05
"110","Alexandra",2012-04-19,51.5,134,0.384328358208955,5.70906599680292e-05
"111","Alexandra",2012-04-20,51.1,134,0.38134328358209,5.66472373663358e-05
"112","Alexandra",2012-04-21,51.1,134,0.38134328358209,5.66472373663358e-05
"113","Alexandra",2012-04-22,50.8,134,0.37910447761194,5.63146704150657e-05
"114","Alexandra",2012-04-23,50.6,134,0.377611940298507,5.6092959114219e-05
"115","Alexandra",2012-04-24,50.6,134,0.377611940298507,5.6092959114219e-05
"116","Alexandra",2012-04-25,50.4,134,0.376119402985075,5.58712478133723e-05
"117","Alexandra",2012-04-26,50.4,134,0.376119402985075,5.58712478133723e-05
"118","Alexandra",2012-04-27,50.1,134,0.373880597014925,5.55386808621022e-05
"119","Alexandra",2012-04-28,50.3,134,0.375373134328358,5.57603921629489e-05
"120","Alexandra",2012-04-29,50.4,134,0.376119402985075,5.58712478133723e-05
"121","Alexandra",2012-04-30,50.6,134,0.377611940298507,5.6092959114219e-05
"122","Alexandra",2012-05-01,50.8,134,0.37910447761194,5.63146704150657e-05
"123","Alexandra",2012-05-02,53.5,134,0.399253731343284,5.93077729764964e-05
"124","Alexandra",2012-05-03,54.4,134,0.405970149253731,6.03054738303066e-05
"125","Alexandra",2012-05-04,58.1,134,0.433582089552239,6.44071328959708e-05
"126","Alexandra",2012-05-05,61.3,134,0.457462686567164,6.79545137095183e-05
"127","Alexandra",2012-05-06,63.6,134,0.474626865671642,7.05041936692555e-05
"128","Alexandra",2012-05-07,66,134,0.492537313432836,7.31647292794161e-05
"129","Alexandra",2012-05-08,67.6,134,0.504477611940298,7.49384196861898e-05
"130","Alexandra",2012-05-09,67.6,134,0.504477611940298,7.49384196861898e-05
"131","Alexandra",2012-05-10,67.2,134,0.501492537313433,7.44949970844964e-05
"132","Alexandra",2012-05-11,67.2,134,0.501492537313433,7.44949970844964e-05
"133","Alexandra",2012-05-12,66.6,134,0.497014925373134,7.38298631819562e-05
"134","Alexandra",2012-05-13,66.6,134,0.497014925373134,7.38298631819562e-05
"135","Alexandra",2012-05-14,66.6,134,0.497014925373134,7.38298631819562e-05
"136","Alexandra",2012-05-15,68.5,134,0.511194029850746,7.593612054e-05
"137","Alexandra",2012-05-16,70.1,134,0.523134328358209,7.77098109467738e-05
"138","Alexandra",2012-05-17,70.1,134,0.523134328358209,7.77098109467738e-05
"139","Alexandra",2012-05-18,70.1,134,0.523134328358209,7.77098109467738e-05
"140","Alexandra",2012-05-19,72.2,134,0.538805970149254,8.00377796056643e-05
"141","Alexandra",2012-05-20,67.4,134,0.502985074626866,7.47167083853431e-05
"142","Alexandra",2012-05-21,74.1,134,0.552985074626866,8.21440369637081e-05
"143","Alexandra",2012-05-22,73.5,134,0.548507462686567,8.14789030611679e-05
"144","Alexandra",2012-05-23,73.7,134,0.55,8.17006143620147e-05
"145","Alexandra",2012-05-24,73.7,134,0.55,8.17006143620147e-05
"146","Alexandra",2012-05-25,73.5,134,0.548507462686567,8.14789030611679e-05
"147","Alexandra",2012-05-26,74.1,134,0.552985074626866,8.21440369637081e-05
"148","Alexandra",2012-05-27,75.9,134,0.566417910447761,8.41394386713285e-05
"149","Alexandra",2012-05-28,83.4,134,0.622388059701493,9.24536124530803e-05
"150","Alexandra",2012-05-29,84.3,134,0.62910447761194,9.34513133068906e-05
"151","Alexandra",2012-05-30,84.3,134,0.62910447761194,9.34513133068906e-05
"152","Alexandra",2012-05-31,87.5,134,0.652985074626866,9.6998694120438e-05
"153","Alexandra",2012-06-01,87.5,134,0.652985074626866,9.6998694120438e-05
"154","Alexandra",2012-06-02,87,134,0.649253731343284,9.64444158683212e-05
"155","Alexandra",2012-06-03,90.1,134,0.672388059701493,9.98809410314453e-05
"156","Alexandra",2012-06-04,89.9,134,0.67089552238806,9.96592297305986e-05
"157","Alexandra",2012-06-05,88,134,0.656716417910448,9.75529723725548e-05
"158","Alexandra",2012-06-06,86.6,134,0.646268656716418,9.60009932666278e-05
"159","Alexandra",2012-06-07,85.4,134,0.637313432835821,9.46707254615475e-05
"160","Alexandra",2012-06-08,87,134,0.649253731343284,9.64444158683212e-05
"161","Alexandra",2012-06-09,90.9,134,0.678358208955224,0.000100767786234832
"162","Alexandra",2012-06-10,92.5,134,0.690298507462687,0.000102541476641606
"163","Alexandra",2012-06-11,91.6,134,0.683582089552239,0.000101543775787796
"164","Alexandra",2012-06-12,91.6,134,0.683582089552239,0.000101543775787796
"165","Alexandra",2012-06-13,91.3,134,0.68134328358209,0.000101211208836526
"166","Alexandra",2012-06-14,91.1,134,0.679850746268657,0.000100989497535679
"167","Alexandra",2012-06-15,90.9,134,0.678358208955224,0.000100767786234832
"168","Alexandra",2012-06-16,90.9,134,0.678358208955224,0.000100767786234832
"169","Alexandra",2012-06-17,90.4,134,0.674626865671642,0.000100213507982715
"170","Alexandra",2012-06-18,89.4,134,0.667164179104478,9.91049514784818e-05
"171","Alexandra",2012-06-19,89.4,134,0.667164179104478,9.91049514784818e-05
"172","Alexandra",2012-06-20,89.4,134,0.667164179104478,9.91049514784818e-05
"173","Alexandra",2012-06-21,89.2,134,0.665671641791045,9.88832401776351e-05
"174","Alexandra",2012-06-22,89.2,134,0.665671641791045,9.88832401776351e-05
"175","Alexandra",2012-06-23,88.9,134,0.663432835820896,9.8550673226365e-05
"176","Alexandra",2012-06-24,88,134,0.656716417910448,9.75529723725548e-05
"177","Alexandra",2012-06-25,87,134,0.649253731343284,9.64444158683212e-05
"178","Alexandra",2012-06-26,87.3,134,0.651492537313433,9.67769828195913e-05
"179","Alexandra",2012-06-27,87.5,134,0.652985074626866,9.6998694120438e-05
"180","Alexandra",2012-06-28,91.3,134,0.68134328358209,0.000101211208836526
"181","Alexandra",2012-06-29,91.3,134,0.68134328358209,0.000101211208836526
"182","Alexandra",2012-06-30,91.8,134,0.685074626865672,0.000101765487088642
"183","Alexandra",2012-07-01,91.8,134,0.685074626865672,0.000101765487088642
"184","Alexandra",2012-07-02,91.1,134,0.679850746268657,0.000100989497535679
"185","Alexandra",2012-07-03,91.3,134,0.68134328358209,0.000101211208836526
"186","Alexandra",2012-07-04,91.3,134,0.68134328358209,0.000101211208836526
"187","Alexandra",2012-07-05,93.7,134,0.699253731343284,0.000103871744446686
"188","Alexandra",2012-07-06,93.7,134,0.699253731343284,0.000103871744446686
"189","Alexandra",2012-07-07,93.7,134,0.699253731343284,0.000103871744446686
"190","Alexandra",2012-07-08,96.1,134,0.717164179104478,0.000106532280056847
"191","Alexandra",2012-07-09,97.7,134,0.72910447761194,0.000108305970463621
"192","Alexandra",2012-07-10,104.2,134,0.777611940298507,0.000115511587741139
"193","Alexandra",2012-07-11,106.1,134,0.791791044776119,0.000117617845099183
"194","Alexandra",2012-07-12,108,134,0.805970149253731,0.000119724102457226
"195","Alexandra",2012-07-13,108.9,134,0.812686567164179,0.000120721803311037
"196","Alexandra",2012-07-14,109.3,134,0.815671641791045,0.00012116522591273
"197","Alexandra",2012-07-15,109.3,134,0.815671641791045,0.00012116522591273
"198","Alexandra",2012-07-16,109.3,134,0.815671641791045,0.00012116522591273
"199","Alexandra",2012-07-17,108.4,134,0.808955223880597,0.00012016752505892
"200","Alexandra",2012-07-18,108,134,0.805970149253731,0.000119724102457226
"201","Alexandra",2012-07-19,108,134,0.805970149253731,0.000119724102457226
"202","Alexandra",2012-07-20,107.3,134,0.800746268656716,0.000118948112904263
"203","Alexandra",2012-07-21,108.2,134,0.807462686567164,0.000119945813758073
"204","Alexandra",2012-07-22,109.8,134,0.819402985074627,0.000121719504164847
"205","Alexandra",2012-07-23,112.1,134,0.836567164179104,0.000124269184124584
"206","Alexandra",2012-07-24,111.6,134,0.832835820895522,0.000123714905872467
"207","Alexandra",2012-07-25,110.7,134,0.826119402985075,0.000122717205018657
"208","Alexandra",2012-07-26,109.8,134,0.819402985074627,0.000121719504164847
"209","Alexandra",2012-07-27,108.9,134,0.812686567164179,0.000120721803311037
"210","Alexandra",2012-07-28,108.4,134,0.808955223880597,0.00012016752505892
"211","Alexandra",2012-07-29,108,134,0.805970149253731,0.000119724102457226
"212","Alexandra",2012-07-30,107.5,134,0.802238805970149,0.00011916982420511
"213","Alexandra",2012-07-31,107,134,0.798507462686567,0.000118615545952993
"214","Alexandra",2012-08-01,106.8,134,0.797014925373134,0.000118393834652146
"215","Alexandra",2012-08-02,106.8,134,0.797014925373134,0.000118393834652146
"216","Alexandra",2012-08-03,106.1,134,0.791791044776119,0.000117617845099183
"217","Alexandra",2012-08-04,105.8,134,0.78955223880597,0.000117285278147912
"218","Alexandra",2012-08-05,105.8,134,0.78955223880597,0.000117285278147912
"219","Alexandra",2012-08-06,104.9,134,0.782835820895522,0.000116287577294102
"220","Alexandra",2012-08-07,104.2,134,0.777611940298507,0.000115511587741139
"221","Alexandra",2012-08-08,103.9,134,0.775373134328358,0.000115179020789869
"222","Alexandra",2012-08-09,103.9,134,0.775373134328358,0.000115179020789869
"223","Alexandra",2012-08-10,103,134,0.76865671641791,0.000114181319936058
"224","Alexandra",2012-08-11,102.7,134,0.766417910447761,0.000113848752984788
"225","Alexandra",2012-08-12,101.5,134,0.757462686567164,0.000112518485179708
"226","Alexandra",2012-08-13,105.8,134,0.78955223880597,0.000117285278147912
"227","Alexandra",2012-08-14,105.1,134,0.784328358208955,0.000116509288594949
"228","Alexandra",2012-08-15,104.6,134,0.780597014925373,0.000115955010342832
"229","Alexandra",2012-08-16,104.6,134,0.780597014925373,0.000115955010342832
"230","Alexandra",2012-08-17,105.6,134,0.788059701492537,0.000117063566847066
"231","Alexandra",2012-08-18,108.4,134,0.808955223880597,0.00012016752505892
"232","Alexandra",2012-08-19,111.2,134,0.829850746268657,0.000123271483270774
"233","Alexandra",2012-08-20,112.1,134,0.836567164179104,0.000124269184124584
"234","Alexandra",2012-08-21,116.6,134,0.870149253731343,0.000129257688393635
"235","Alexandra",2012-08-22,115.7,134,0.863432835820896,0.000128259987539825
"236","Alexandra",2012-08-23,126.5,134,0.944029850746269,0.000140232397785548
"237","Alexandra",2012-08-24,127.9,134,0.954477611940299,0.000141784376891475
"238","Alexandra",2012-08-25,127.9,134,0.954477611940299,0.000141784376891475
"239","Alexandra",2012-08-26,128.4,134,0.958208955223881,0.000142338655143591
"240","Alexandra",2012-08-27,128.8,134,0.961194029850746,0.000142782077745285
"241","Alexandra",2012-08-28,134.2,134,1.00149253731343,0.000148768282868146
"242","Alexandra",2012-08-29,134.2,134,1.00149253731343,0.000148768282868146
"243","Alexandra",2012-08-30,134.2,134,1.00149253731343,0.000148768282868146
"244","Alexandra",2012-08-31,132,134,0.985074626865672,0.000146329458558832
"245","Alexandra",2012-09-01,131.1,134,0.978358208955224,0.000145331757705022
"246","Alexandra",2012-09-02,134.2,134,1.00149253731343,0.000148768282868146
"247","Alexandra",2012-09-03,134.2,134,1.00149253731343,0.000148768282868146
"248","Alexandra",2012-09-04,134.2,134,1.00149253731343,0.000148768282868146
"249","Alexandra",2012-09-05,134.2,134,1.00149253731343,0.000148768282868146
"250","Alexandra",2012-09-06,132.9,134,0.991791044776119,0.000147327159412642
"251","Alexandra",2012-09-07,132,134,0.985074626865672,0.000146329458558832
"252","Alexandra",2012-09-08,131.1,134,0.978358208955224,0.000145331757705022
"253","Alexandra",2012-09-09,129.3,134,0.964925373134328,0.000143336355997402
"254","Alexandra",2012-09-10,129.3,134,0.964925373134328,0.000143336355997402
"255","Alexandra",2012-09-11,129.3,134,0.964925373134328,0.000143336355997402
"256","Alexandra",2012-09-12,132.4,134,0.988059701492537,0.000146772881160526
"257","Alexandra",2012-09-13,132.4,134,0.988059701492537,0.000146772881160526
"258","Alexandra",2012-09-14,132,134,0.985074626865672,0.000146329458558832
"259","Alexandra",2012-09-15,133.3,134,0.994776119402985,0.000147770582014336
"260","Alexandra",2012-09-16,133.3,134,0.994776119402985,0.000147770582014336
"261","Alexandra",2012-09-17,132.4,134,0.988059701492537,0.000146772881160526
"262","Alexandra",2012-09-18,131.5,134,0.98134328358209,0.000145775180306715
"263","Alexandra",2012-09-19,131.1,134,0.978358208955224,0.000145331757705022
"264","Alexandra",2012-09-20,129.7,134,0.967910447761194,0.000143779778599095
"265","Alexandra",2012-09-21,128.8,134,0.961194029850746,0.000142782077745285
"266","Alexandra",2012-09-22,131.1,134,0.978358208955224,0.000145331757705022
"267","Alexandra",2012-09-23,134.2,134,1.00149253731343,0.000148768282868146
"268","Alexandra",2012-09-24,134.2,134,1.00149253731343,0.000148768282868146
"269","Alexandra",2012-09-25,134.2,134,1.00149253731343,0.000148768282868146
"270","Alexandra",2012-09-26,0,134,0,0
"271","Alexandra",2012-09-27,134.2,134,1.00149253731343,0.000148768282868146
"272","Alexandra",2012-09-28,0,134,0,0
"273","Alexandra",2012-09-29,131.5,134,0.98134328358209,0.000145775180306715
"274","Alexandra",2012-09-30,0,134,0,0
"275","Alexandra",2012-10-01,0,134,0,0
"276","Alexandra",2012-10-02,134.2,134,1.00149253731343,0.000148768282868146
"277","Alexandra",2012-10-03,132.9,134,0.991791044776119,0.000147327159412642
"278","Alexandra",2012-10-04,132.4,134,0.988059701492537,0.000146772881160526
"279","Alexandra",2012-10-05,133.3,134,0.994776119402985,0.000147770582014336
"280","Alexandra",2012-10-06,0,134,0,0
"281","Alexandra",2012-10-07,0,134,0,0
"282","Alexandra",2012-10-08,134.2,134,1.00149253731343,0.000148768282868146
"283","Alexandra",2012-10-09,134.2,134,1.00149253731343,0.000148768282868146
"284","Alexandra",2012-10-10,132.4,134,0.988059701492537,0.000146772881160526
"285","Alexandra",2012-10-11,132.4,134,0.988059701492537,0.000146772881160526
"286","Alexandra",2012-10-12,131.5,134,0.98134328358209,0.000145775180306715
"287","Alexandra",2012-10-13,130.6,134,0.974626865671642,0.000144777479452905
"288","Alexandra",2012-10-14,127.9,134,0.954477611940299,0.000141784376891475
"289","Alexandra",2012-10-15,127.9,134,0.954477611940299,0.000141784376891475
"290","Alexandra",2012-10-16,127,134,0.947761194029851,0.000140786676037664
"291","Alexandra",2012-10-17,126.1,134,0.941044776119403,0.000139788975183854
"292","Alexandra",2012-10-18,125.2,134,0.934328358208955,0.000138791274330044
"293","Alexandra",2012-10-19,123.8,134,0.923880597014925,0.000137239295224117
"294","Alexandra",2012-10-20,124.7,134,0.930597014925373,0.000138236996077927
"295","Alexandra",2012-10-21,134.2,134,1.00149253731343,0.000148768282868146
"296","Alexandra",2012-10-22,134.2,134,1.00149253731343,0.000148768282868146
"297","Alexandra",2012-10-23,0,134,0,0
"298","Alexandra",2012-10-24,134.2,134,1.00149253731343,0.000148768282868146
"299","Alexandra",2012-10-25,132.9,134,0.991791044776119,0.000147327159412642
"300","Alexandra",2012-10-26,132.4,134,0.988059701492537,0.000146772881160526
"301","Alexandra",2012-10-27,131.5,134,0.98134328358209,0.000145775180306715
"302","Alexandra",2012-10-28,130.2,134,0.971641791044776,0.000144334056851212
"303","Alexandra",2012-10-29,129.3,134,0.964925373134328,0.000143336355997402
"304","Alexandra",2012-10-30,129.3,134,0.964925373134328,0.000143336355997402
"305","Alexandra",2012-10-31,127.9,134,0.954477611940299,0.000141784376891475
"306","Alexandra",2012-11-01,125.6,134,0.937313432835821,0.000139234696931737
"307","Alexandra",2012-11-02,125.6,134,0.937313432835821,0.000139234696931737
"308","Alexandra",2012-11-03,124.7,134,0.930597014925373,0.000138236996077927
"309","Alexandra",2012-11-04,123.4,134,0.92089552238806,0.000136795872622423
"310","Alexandra",2012-11-05,122,134,0.91044776119403,0.000135243893516496
"311","Alexandra",2012-11-06,121.1,134,0.903731343283582,0.000134246192662686
"312","Alexandra",2012-11-07,120.7,134,0.900746268656716,0.000133802770060993
"313","Alexandra",2012-11-08,119.8,134,0.894029850746269,0.000132805069207183
"314","Alexandra",2012-11-09,118.9,134,0.887313432835821,0.000131807368353372
"315","Alexandra",2012-11-10,117.5,134,0.876865671641791,0.000130255389247445
"316","Alexandra",2012-11-11,116.1,134,0.866417910447761,0.000128703410141518
"317","Alexandra",2012-11-12,114.8,134,0.856716417910448,0.000127262286686015
"318","Alexandra",2012-11-13,113.4,134,0.846268656716418,0.000125710307580088
"319","Alexandra",2012-11-14,112.5,134,0.83955223880597,0.000124712606726277
"320","Alexandra",2012-11-15,111.2,134,0.829850746268657,0.000123271483270774
"321","Alexandra",2012-11-16,109.8,134,0.819402985074627,0.000121719504164847
"322","Alexandra",2012-11-17,108.2,134,0.807462686567164,0.000119945813758073
"323","Alexandra",2012-11-18,107.5,134,0.802238805970149,0.00011916982420511
"324","Alexandra",2012-11-19,107,134,0.798507462686567,0.000118615545952993
"325","Alexandra",2012-11-20,106.3,134,0.793283582089552,0.000117839556400029
"326","Alexandra",2012-11-21,105.8,134,0.78955223880597,0.000117285278147912
"327","Alexandra",2012-11-22,105.4,134,0.786567164179105,0.000116841855546219
"328","Alexandra",2012-11-23,104.9,134,0.782835820895522,0.000116287577294102
"329","Alexandra",2012-11-24,103.9,134,0.775373134328358,0.000115179020789869
"330","Alexandra",2012-11-25,103.2,134,0.770149253731343,0.000114403031236905
"331","Alexandra",2012-11-26,103.2,134,0.770149253731343,0.000114403031236905
"332","Alexandra",2012-11-27,103,134,0.76865671641791,0.000114181319936058
"333","Alexandra",2012-11-28,102.5,134,0.764925373134328,0.000113627041683942
"334","Alexandra",2012-11-29,102,134,0.761194029850746,0.000113072763431825
"335","Alexandra",2012-11-30,101.5,134,0.757462686567164,0.000112518485179708
"336","Alexandra",2012-12-01,101.1,134,0.754477611940298,0.000112075062578015
"337","Alexandra",2012-12-02,100.4,134,0.749253731343284,0.000111299073025051
"338","Alexandra",2012-12-03,99.9,134,0.745522388059702,0.000110744794772934
"339","Alexandra",2012-12-04,99.2,134,0.740298507462687,0.000109968805219971
"340","Alexandra",2012-12-05,98.5,134,0.735074626865672,0.000109192815667007
"341","Alexandra",2012-12-06,97.5,134,0.727611940298508,0.000108084259162774
"342","Alexandra",2012-12-07,96.8,134,0.722388059701493,0.00010730826960981
"343","Alexandra",2012-12-08,96.8,134,0.722388059701493,0.00010730826960981
"344","Alexandra",2012-12-09,96.8,134,0.722388059701493,0.00010730826960981
"345","Alexandra",2012-12-10,96.8,134,0.722388059701493,0.00010730826960981
"346","Alexandra",2012-12-11,94.7,134,0.706716417910448,0.00010498030095092
"347","Alexandra",2012-12-12,94.2,134,0.702985074626866,0.000104426022698803
"348","Alexandra",2012-12-13,93.5,134,0.697761194029851,0.000103650033145839
"349","Alexandra",2012-12-14,93,134,0.694029850746269,0.000103095754893723
"350","Alexandra",2012-12-15,92.5,134,0.690298507462687,0.000102541476641606
"351","Alexandra",2012-12-16,91.8,134,0.685074626865672,0.000101765487088642
"352","Alexandra",2012-12-17,90.9,134,0.678358208955224,0.000100767786234832
"353","Alexandra",2012-12-18,90.1,134,0.672388059701493,9.98809410314453e-05
"354","Alexandra",2012-12-19,89.4,134,0.667164179104478,9.91049514784818e-05
